turn is 0, cover line is 1
turn is 985, cover line is 13681
turn is 986, cover line is 13681
turn is 987, cover line is 13681
turn is 988, cover line is 13681
turn is 989, cover line is 13681
turn is 990, cover line is 13681
turn is 991, cover line is 13681
turn is 992, cover line is 13681
turn is 993, cover line is 13681
turn is 994, cover line is 13681
turn is 995, cover line is 13681
turn is 996, cover line is 13681
turn is 997, cover line is 13681
turn is 998, cover line is 13681
turn is 999, cover line is 13681
turn is 1000, cover line is 13681
turn is 1001, cover line is 13681
turn is 1002, cover line is 13681
turn is 1003, cover line is 13681
turn is 1004, cover line is 13681
turn is 1005, cover line is 13681
turn is 1006, cover line is 13681
turn is 1007, cover line is 13681
turn is 1008, cover line is 13681
turn is 1009, cover line is 13681
turn is 1010, cover line is 13681
turn is 1011, cover line is 13681
turn is 1012, cover line is 13681
turn is 1013, cover line is 13681
turn is 1014, cover line is 13681
turn is 1015, cover line is 13681
turn is 1016, cover line is 13681
turn is 1017, cover line is 13681
turn is 1018, cover line is 13681
turn is 1019, cover line is 13681
turn is 1020, cover line is 13681
turn is 1021, cover line is 13681
turn is 1022, cover line is 13681
turn is 1023, cover line is 13681
turn is 1024, cover line is 13681
turn is 1025, cover line is 13681
turn is 1026, cover line is 13681
turn is 1027, cover line is 13681
turn is 1028, cover line is 13681
turn is 1029, cover line is 13692
turn is 1030, cover line is 13692
turn is 1031, cover line is 13692
turn is 1032, cover line is 13692
turn is 1033, cover line is 13692
turn is 1034, cover line is 13692
turn is 1035, cover line is 13692
turn is 1036, cover line is 13692
turn is 1037, cover line is 13700
turn is 1038, cover line is 13700
turn is 1039, cover line is 13700
turn is 1040, cover line is 13700
turn is 1041, cover line is 13700
turn is 1042, cover line is 13700
turn is 1043, cover line is 13700
turn is 1044, cover line is 13700
turn is 1045, cover line is 13700
turn is 1046, cover line is 13700
turn is 1047, cover line is 13700
turn is 1048, cover line is 13700
turn is 1049, cover line is 13700
turn is 1050, cover line is 13700
turn is 1051, cover line is 13700
turn is 1052, cover line is 13700
turn is 1053, cover line is 13700
turn is 1054, cover line is 13700
turn is 1055, cover line is 13700
turn is 1056, cover line is 13700
turn is 1057, cover line is 13700
turn is 1058, cover line is 13700
turn is 1059, cover line is 13700
turn is 1060, cover line is 13700
turn is 1061, cover line is 13700
turn is 1062, cover line is 13700
turn is 1063, cover line is 13700
turn is 1064, cover line is 13700
turn is 1065, cover line is 13700
turn is 1066, cover line is 13700
turn is 1067, cover line is 13700
turn is 1068, cover line is 13700
turn is 1069, cover line is 13700
turn is 1070, cover line is 13700
turn is 1071, cover line is 13700
turn is 1072, cover line is 13701
turn is 1073, cover line is 13701
turn is 1074, cover line is 13701
turn is 1075, cover line is 13706
turn is 1076, cover line is 13706
turn is 1077, cover line is 13706
turn is 1078, cover line is 13706
turn is 1079, cover line is 13706
turn is 1080, cover line is 13706
turn is 1081, cover line is 13706
turn is 1082, cover line is 13706
turn is 1083, cover line is 13706
turn is 1084, cover line is 13706
turn is 1085, cover line is 13706
turn is 1086, cover line is 13706
turn is 1087, cover line is 13706
turn is 1088, cover line is 13706
turn is 1089, cover line is 13706
turn is 1090, cover line is 13706
turn is 1091, cover line is 13706
turn is 1092, cover line is 13706
turn is 1093, cover line is 13706
turn is 1094, cover line is 13706
turn is 1095, cover line is 13706
turn is 1096, cover line is 13706
turn is 1097, cover line is 13706
turn is 1098, cover line is 13706
turn is 1099, cover line is 13706
turn is 1100, cover line is 13706
turn is 1101, cover line is 13706
turn is 1102, cover line is 13706
turn is 1103, cover line is 13706
turn is 1104, cover line is 13706
turn is 1105, cover line is 13706
turn is 1106, cover line is 13706
turn is 1107, cover line is 13706
turn is 1108, cover line is 13706
turn is 1109, cover line is 13706
turn is 1110, cover line is 13706
turn is 1111, cover line is 13706
turn is 1112, cover line is 13706
turn is 1113, cover line is 13706
turn is 1114, cover line is 13706
turn is 1115, cover line is 13706
turn is 1116, cover line is 13706
turn is 1117, cover line is 13706
turn is 1118, cover line is 13706
turn is 1119, cover line is 13706
turn is 1120, cover line is 13706
turn is 1121, cover line is 13706
turn is 1122, cover line is 13706
turn is 1123, cover line is 13706
turn is 1124, cover line is 13706
turn is 1125, cover line is 13712
turn is 1126, cover line is 13712
turn is 1127, cover line is 13712
turn is 1128, cover line is 13712
turn is 1129, cover line is 13712
turn is 1130, cover line is 13712
turn is 1131, cover line is 13712
turn is 1132, cover line is 13712
turn is 1133, cover line is 13712
turn is 1134, cover line is 13712
turn is 1135, cover line is 13712
turn is 1136, cover line is 13712
turn is 1137, cover line is 13712
turn is 1138, cover line is 13712
turn is 1139, cover line is 13712
turn is 1140, cover line is 13712
turn is 1141, cover line is 13712
turn is 1142, cover line is 13712
turn is 1143, cover line is 13712
turn is 1144, cover line is 13712
turn is 1145, cover line is 13712
turn is 1146, cover line is 13712
turn is 1147, cover line is 13712
turn is 1148, cover line is 13712
turn is 1149, cover line is 13712
turn is 1150, cover line is 13712
turn is 1151, cover line is 13712
turn is 1152, cover line is 13712
turn is 1153, cover line is 13712
turn is 1154, cover line is 13712
turn is 1155, cover line is 13712
turn is 1156, cover line is 13712
turn is 1157, cover line is 13712
turn is 1158, cover line is 13712
turn is 1159, cover line is 13712
turn is 1160, cover line is 13712
turn is 1161, cover line is 13712
turn is 1162, cover line is 13712
turn is 1163, cover line is 13712
turn is 1164, cover line is 13712
turn is 1165, cover line is 13712
turn is 1166, cover line is 13713
turn is 1167, cover line is 13713
turn is 1168, cover line is 13713
turn is 1169, cover line is 13713
turn is 1170, cover line is 13713
turn is 1171, cover line is 13713
turn is 1172, cover line is 13713
turn is 1173, cover line is 13713
turn is 1174, cover line is 13713
turn is 1175, cover line is 13715
turn is 1176, cover line is 13715
turn is 1177, cover line is 13715
turn is 1178, cover line is 13715
turn is 1179, cover line is 13715
turn is 1180, cover line is 13715
turn is 1181, cover line is 13715
turn is 1182, cover line is 13715
turn is 1183, cover line is 13715
turn is 1184, cover line is 13715
turn is 1185, cover line is 13715
turn is 1186, cover line is 13715
turn is 1187, cover line is 13715
turn is 1188, cover line is 13715
turn is 1189, cover line is 13715
turn is 1190, cover line is 13715
turn is 1191, cover line is 13715
turn is 1192, cover line is 13715
turn is 1193, cover line is 13715
turn is 1194, cover line is 13715
turn is 1195, cover line is 13715
turn is 1196, cover line is 13715
turn is 1197, cover line is 13715
turn is 1198, cover line is 13715
turn is 1199, cover line is 13715
turn is 1200, cover line is 13715
turn is 1201, cover line is 13715
turn is 1202, cover line is 13715
turn is 1203, cover line is 13715
turn is 1204, cover line is 13715
turn is 1205, cover line is 13715
turn is 1206, cover line is 13715
turn is 1207, cover line is 13715
turn is 1208, cover line is 13715
turn is 1209, cover line is 13715
turn is 1210, cover line is 13715
turn is 1211, cover line is 13715
turn is 1212, cover line is 13715
turn is 1213, cover line is 13715
turn is 1214, cover line is 13715
turn is 1215, cover line is 13715
turn is 1216, cover line is 13721
turn is 1217, cover line is 13721
turn is 1218, cover line is 13721
turn is 1219, cover line is 13721
turn is 1220, cover line is 13721
turn is 1221, cover line is 13721
turn is 1222, cover line is 13721
turn is 1223, cover line is 13721
turn is 1224, cover line is 13721
turn is 1225, cover line is 13721
turn is 1226, cover line is 13721
turn is 1227, cover line is 13721
turn is 1228, cover line is 13721
turn is 1229, cover line is 13721
turn is 1230, cover line is 13721
turn is 1231, cover line is 13721
turn is 1232, cover line is 13721
turn is 1233, cover line is 13721
turn is 1234, cover line is 13721
turn is 1235, cover line is 13721
turn is 1236, cover line is 13721
turn is 1237, cover line is 13721
turn is 1238, cover line is 13721
turn is 1239, cover line is 13721
turn is 1240, cover line is 13721
turn is 1241, cover line is 13721
turn is 1242, cover line is 13722
turn is 1243, cover line is 13722
turn is 1244, cover line is 13722
turn is 1245, cover line is 13722
turn is 1246, cover line is 13722
turn is 1247, cover line is 13722
turn is 1248, cover line is 13724
turn is 1249, cover line is 13724
turn is 1250, cover line is 13724
turn is 1251, cover line is 13724
turn is 1252, cover line is 13724
turn is 1253, cover line is 13724
turn is 1254, cover line is 13724
turn is 1255, cover line is 13724
turn is 1256, cover line is 13724
turn is 1257, cover line is 13724
turn is 1258, cover line is 13724
turn is 1259, cover line is 13724
turn is 1260, cover line is 13724
turn is 1261, cover line is 13724
turn is 1262, cover line is 13724
turn is 1263, cover line is 13724
turn is 1264, cover line is 13724
turn is 1265, cover line is 13724
turn is 1266, cover line is 13724
turn is 1267, cover line is 13724
turn is 1268, cover line is 13724
turn is 1269, cover line is 13724
turn is 1270, cover line is 13724
turn is 1271, cover line is 13724
turn is 1272, cover line is 13724
turn is 1273, cover line is 13724
turn is 1274, cover line is 13724
turn is 1275, cover line is 13724
turn is 1276, cover line is 13724
turn is 1277, cover line is 13730
turn is 1278, cover line is 13730
turn is 1279, cover line is 13730
turn is 1280, cover line is 13730
turn is 1281, cover line is 13730
turn is 1282, cover line is 13730
turn is 1283, cover line is 13730
turn is 1284, cover line is 13730
turn is 1285, cover line is 13730
turn is 1286, cover line is 13747
turn is 1287, cover line is 13747
turn is 1288, cover line is 13747
turn is 1289, cover line is 13747
turn is 1290, cover line is 13747
turn is 1291, cover line is 13747
turn is 1292, cover line is 13749
turn is 1293, cover line is 13749
turn is 1294, cover line is 13749
turn is 1295, cover line is 13749
turn is 1296, cover line is 13749
turn is 1297, cover line is 13749
turn is 1298, cover line is 13749
turn is 1299, cover line is 13749
turn is 1300, cover line is 13749
turn is 1301, cover line is 13749
turn is 1302, cover line is 13749
turn is 1303, cover line is 13749
turn is 1304, cover line is 13749
turn is 1305, cover line is 13749
turn is 1306, cover line is 13749
turn is 1307, cover line is 13749
turn is 1308, cover line is 13749
turn is 1309, cover line is 13749
turn is 1310, cover line is 13749
turn is 1311, cover line is 13749
turn is 1312, cover line is 13749
turn is 1313, cover line is 13749
turn is 1314, cover line is 13749
turn is 1315, cover line is 13749
turn is 1316, cover line is 13749
turn is 1317, cover line is 13749
turn is 1318, cover line is 13749
turn is 1319, cover line is 13749
turn is 1320, cover line is 13749
turn is 1321, cover line is 13749
turn is 1322, cover line is 13749
turn is 1323, cover line is 13749
turn is 1324, cover line is 13749
turn is 1325, cover line is 13749
turn is 1326, cover line is 13749
turn is 1327, cover line is 13749
turn is 1328, cover line is 13749
turn is 1329, cover line is 13749
turn is 1330, cover line is 13749
turn is 1331, cover line is 13749
turn is 1332, cover line is 13749
turn is 1333, cover line is 13749
turn is 1334, cover line is 13749
turn is 1335, cover line is 13749
turn is 1336, cover line is 13749
turn is 1337, cover line is 13749
turn is 1338, cover line is 13749
turn is 1339, cover line is 13749
turn is 1340, cover line is 13749
turn is 1341, cover line is 13749
turn is 1342, cover line is 13749
turn is 1343, cover line is 13749
turn is 1344, cover line is 13749
turn is 1345, cover line is 13749
turn is 1346, cover line is 13749
turn is 1347, cover line is 13749
turn is 1348, cover line is 13749
turn is 1349, cover line is 13749
turn is 1350, cover line is 13749
turn is 1351, cover line is 13749
turn is 1352, cover line is 13749
turn is 1353, cover line is 13749
turn is 1354, cover line is 13749
turn is 1355, cover line is 13749
turn is 1356, cover line is 13749
turn is 1357, cover line is 13749
turn is 1358, cover line is 13749
turn is 1359, cover line is 13749
turn is 1360, cover line is 13749
turn is 1361, cover line is 13749
turn is 1362, cover line is 13749
turn is 1363, cover line is 13749
turn is 1364, cover line is 13749
turn is 1365, cover line is 13749
turn is 1366, cover line is 13755
turn is 1367, cover line is 13755
turn is 1368, cover line is 13755
turn is 1369, cover line is 13755
turn is 1370, cover line is 13755
turn is 1371, cover line is 13755
turn is 1372, cover line is 13755
turn is 1373, cover line is 13755
turn is 1374, cover line is 13755
turn is 1375, cover line is 13755
turn is 1376, cover line is 13755
turn is 1377, cover line is 13755
turn is 1378, cover line is 13755
turn is 1379, cover line is 13755
turn is 1380, cover line is 13755
turn is 1381, cover line is 13755
turn is 1382, cover line is 13755
turn is 1383, cover line is 13755
turn is 1384, cover line is 13755
turn is 1385, cover line is 13755
turn is 1386, cover line is 13755
turn is 1387, cover line is 13755
turn is 1388, cover line is 13755
turn is 1389, cover line is 13755
turn is 1390, cover line is 13755
turn is 1391, cover line is 13755
turn is 1392, cover line is 13755
turn is 1393, cover line is 13755
turn is 1394, cover line is 13755
turn is 1395, cover line is 13755
turn is 1396, cover line is 13755
turn is 1397, cover line is 13755
turn is 1398, cover line is 13755
turn is 1399, cover line is 13755
turn is 1400, cover line is 13755
turn is 1401, cover line is 13755
turn is 1402, cover line is 13755
turn is 1403, cover line is 13755
turn is 1404, cover line is 13755
turn is 1405, cover line is 13755
turn is 1406, cover line is 13755
turn is 1407, cover line is 13755
turn is 1408, cover line is 13755
turn is 1409, cover line is 13755
turn is 1410, cover line is 13755
turn is 1411, cover line is 13755
turn is 1412, cover line is 13755
turn is 1413, cover line is 13755
turn is 1414, cover line is 13755
turn is 1415, cover line is 13755
turn is 1416, cover line is 13755
turn is 1417, cover line is 13755
turn is 1418, cover line is 13755
turn is 1419, cover line is 13755
turn is 1420, cover line is 13755
turn is 1421, cover line is 13755
turn is 1422, cover line is 13755
turn is 1423, cover line is 13755
turn is 1424, cover line is 13755
turn is 1425, cover line is 13755
turn is 1426, cover line is 13755
turn is 1427, cover line is 13755
turn is 1428, cover line is 13755
turn is 1429, cover line is 13755
turn is 1430, cover line is 13755
turn is 1431, cover line is 13755
turn is 1432, cover line is 13755
turn is 1433, cover line is 13755
turn is 1434, cover line is 13755
turn is 1435, cover line is 13755
turn is 1436, cover line is 13755
turn is 1437, cover line is 13755
turn is 1438, cover line is 13755
turn is 1439, cover line is 13755
turn is 1440, cover line is 13755
turn is 1441, cover line is 13755
turn is 1442, cover line is 13755
turn is 1443, cover line is 13755
turn is 1444, cover line is 13755
turn is 1445, cover line is 13755
turn is 1446, cover line is 13755
turn is 1447, cover line is 13755
turn is 1448, cover line is 13761
turn is 1449, cover line is 13761
turn is 1450, cover line is 13761
turn is 1451, cover line is 13761
turn is 1452, cover line is 13761
turn is 1453, cover line is 13761
turn is 1454, cover line is 13761
turn is 1455, cover line is 13761
turn is 1456, cover line is 13761
turn is 1457, cover line is 13761
turn is 1458, cover line is 13761
turn is 1459, cover line is 13761
turn is 1460, cover line is 13761
turn is 1461, cover line is 13761
turn is 1462, cover line is 13761
turn is 1463, cover line is 13761
turn is 1464, cover line is 13761
turn is 1465, cover line is 13761
turn is 1466, cover line is 13761
turn is 1467, cover line is 13761
turn is 1468, cover line is 13761
turn is 1469, cover line is 13761
turn is 1470, cover line is 13761
turn is 1471, cover line is 13761
turn is 1472, cover line is 13764
turn is 1473, cover line is 13764
turn is 1474, cover line is 13764
turn is 1475, cover line is 13764
turn is 1476, cover line is 13764
turn is 1477, cover line is 13764
turn is 1478, cover line is 13764
turn is 1479, cover line is 13764
turn is 1480, cover line is 13764
turn is 1481, cover line is 13764
turn is 1482, cover line is 13764
turn is 1483, cover line is 13764
turn is 1484, cover line is 13764
turn is 1485, cover line is 13764
turn is 1486, cover line is 13764
turn is 1487, cover line is 13764
turn is 1488, cover line is 13764
turn is 1489, cover line is 13764
turn is 1490, cover line is 13764
turn is 1491, cover line is 13764
turn is 1492, cover line is 13764
turn is 1493, cover line is 13764
turn is 1494, cover line is 13764
turn is 1495, cover line is 13764
turn is 1496, cover line is 13764
turn is 1497, cover line is 13764
turn is 1498, cover line is 13764
